"","TXNAME","GENEID","ENTREZID","SYMBOL","TXCHROM"
"9190","ENSRNOT00000079553","ENSRNOG00000011895","691143","LOC691143","1"
"9191","ENSRNOT00000016254","ENSRNOG00000011895","691143","LOC691143","1"
"9192","ENSRNOT00000016259","ENSRNOG00000011901","83521","Rrad","19"
"9193","ENSRNOT00000081547","ENSRNOG00000011901","83521","Rrad","19"
"9194","ENSRNOT00000088471","ENSRNOG00000011904","367073","Trappc4","8"
"9195","ENSRNOT00000016145","ENSRNOG00000011904","367073","Trappc4","8"
"9196","ENSRNOT00000016495","ENSRNOG00000011905","297566","Atp6v1e1","4"
"9197","ENSRNOT00000016657","ENSRNOG00000011907","287678","Krt23","10"
"9198","ENSRNOT00000015827","ENSRNOG00000011908","313922","Asxl2","6"
"9199","ENSRNOT00000016327","ENSRNOG00000011909","25597","Rasa2","8"
"9200","ENSRNOT00000015971","ENSRNOG00000011910","319110","Hnrnpr","5"
"9201","ENSRNOT00000064060","ENSRNOG00000011912","306327","Tmem38a","16"
"9202","ENSRNOT00000086424","ENSRNOG00000011912","306327","Tmem38a","16"
"9203","ENSRNOT00000016083","ENSRNOG00000011913","24268","Cp","2"
"9204","ENSRNOT00000082627","ENSRNOG00000011913","24268","Cp","2"
"9205","ENSRNOT00000077830","ENSRNOG00000011914","362715","Dtnb","6"
"9206","ENSRNOT00000060810","ENSRNOG00000011914","362715","Dtnb","6"
"9207","ENSRNOT00000015976","ENSRNOG00000011917","171055","Cd79b","10"
"9208","ENSRNOT00000015889","ENSRNOG00000011918","171360","Vsx2","6"
"9209","ENSRNOT00000016328","ENSRNOG00000011921","60587","Dusp4","16"
"9210","ENSRNOT00000077792","ENSRNOG00000011922","363160","Stt3b","8"
"9211","ENSRNOT00000017243","ENSRNOG00000011922","363160","Stt3b","8"
"9212","ENSRNOT00000016475","ENSRNOG00000011923","689931","Mgarp","2"
"9213","ENSRNOT00000015947","ENSRNOG00000011925","315829","Fam83b","8"
"9214","ENSRNOT00000048781","ENSRNOG00000011927","116673","Sdc3","5"
"9215","ENSRNOT00000016739","ENSRNOG00000011929","25270","Abcd3","2"
"9216","ENSRNOT00000080124","ENSRNOG00000011931","361745","Smarca2","1"
"9217","ENSRNOT00000016740","ENSRNOG00000011931","361745","Smarca2","1"
"9218","ENSRNOT00000016758","ENSRNOG00000011932","100361269","Snrpa1","1"
"9219","ENSRNOT00000045742","ENSRNOG00000011932","100361269","Snrpa1","1"
"9220","ENSRNOT00000016386","ENSRNOG00000011933","307641","Csnk2a2","19"
"9221","ENSRNOT00000077514","ENSRNOG00000011936","300982","Abhd14a","8"
"9222","ENSRNOT00000016056","ENSRNOG00000011936","300982","Abhd14a","8"
"9223","ENSRNOT00000079470","ENSRNOG00000011936","300982","Abhd14a","8"
"9224","ENSRNOT00000016129","ENSRNOG00000011937","294708","Sgtb","2"
"9225","ENSRNOT00000016265","ENSRNOG00000011944","297096","Snx10","4"
"9226","ENSRNOT00000088459","ENSRNOG00000011945","308666","Cyfip1","1"
"9227","ENSRNOT00000016376","ENSRNOG00000011945","308666","Cyfip1","1"
"9228","ENSRNOT00000016088","ENSRNOG00000011946","24924","Ptn","4"
"9229","ENSRNOT00000015878","ENSRNOG00000011947","364674","Tifab","17"
"9230","ENSRNOT00000016051","ENSRNOG00000011949","294964","Ndufb5","2"
"9231","ENSRNOT00000016768","ENSRNOG00000011951","83722","Plk2","2"
"9232","ENSRNOT00000016520","ENSRNOG00000011952","300111","Samm50","7"
"9233","ENSRNOT00000016288","ENSRNOG00000011953","305851","Supt16h","15"
"9234","ENSRNOT00000016396","ENSRNOG00000011954","78976","Kiss1r","7"
"9235","ENSRNOT00000079485","ENSRNOG00000011954","78976","Kiss1r","7"
"9236","ENSRNOT00000093287","ENSRNOG00000011954","78976","Kiss1r","7"
"9237","ENSRNOT00000015893","ENSRNOG00000011955","UNKNOWN_ENSRNOG00000011955","UNKNOWN_ENSRNOG00000011955","17"
"9238","ENSRNOT00000060865","ENSRNOG00000011956","291906","Aktip","19"
"9239","ENSRNOT00000087355","ENSRNOG00000011962","316687","Gin1","9"
"9240","ENSRNOT00000016028","ENSRNOG00000011962","316687","Gin1","9"
"9241","ENSRNOT00000077052","ENSRNOG00000011962","316687","Gin1","9"
"9242","ENSRNOT00000076441","ENSRNOG00000011962","316687","Gin1","9"
"9243","ENSRNOT00000015904","ENSRNOG00000011963","78979","Tas2r119","2"
"9244","ENSRNOT00000016040","ENSRNOG00000011964","299196","Abcd4","6"
"9245","ENSRNOT00000066623","ENSRNOG00000011967","313749","Nphp4","5"
"9246","ENSRNOT00000064705","ENSRNOG00000011969","259237","Dock9","15"
"9247","ENSRNOT00000090572","ENSRNOG00000011969","259237","Dock9","15"
"9248","ENSRNOT00000016176","ENSRNOG00000011970","298605","Tmem82","5"
"9249","ENSRNOT00000016330","ENSRNOG00000011971","192262","C1s","4"
"9250","ENSRNOT00000056058","ENSRNOG00000011971","192262","C1s","4"
"9251","ENSRNOT00000016091","ENSRNOG00000011973","25647","Il7","2"
"9252","ENSRNOT00000015914","ENSRNOG00000011974","UNKNOWN_ENSRNOG00000011974","UNKNOWN_ENSRNOG00000011974","8"
"9253","ENSRNOT00000089591","ENSRNOG00000011975","365297","Crtc3","1"
"9254","ENSRNOT00000015948","ENSRNOG00000011975","365297","Crtc3","1"
"9255","ENSRNOT00000034012","ENSRNOG00000011976","361413","Nudt7","19"
"9256","ENSRNOT00000093392","ENSRNOG00000011976","361413","Nudt7","19"
"9257","ENSRNOT00000093238","ENSRNOG00000011976","361413","Nudt7","19"
"9258","ENSRNOT00000093714","ENSRNOG00000011976","361413","Nudt7","19"
"9259","ENSRNOT00000016506","ENSRNOG00000011977","310207","Sema5a","2"
"9260","ENSRNOT00000085094","ENSRNOG00000011977","310207","Sema5a","2"
"9261","ENSRNOT00000016207","ENSRNOG00000011979","498406","Mrps24","14"
"9262","ENSRNOT00000080848","ENSRNOG00000011979","498406","Mrps24","14"
"9263","ENSRNOT00000066024","ENSRNOG00000011980","117284","Lrrc7","2"
"9264","ENSRNOT00000016073","ENSRNOG00000011980","117284","Lrrc7","2"
"9265","ENSRNOT00000033502","ENSRNOG00000011980","117284","Lrrc7","2"
"9266","ENSRNOT00000016191","ENSRNOG00000011981","295928","Slc39a13","3"
"9267","ENSRNOT00000016009","ENSRNOG00000011984","306748","Cxcl14","17"
"9268","ENSRNOT00000079297","ENSRNOG00000011986","360625","Krt12","10"
"9269","ENSRNOT00000016291","ENSRNOG00000011987","316258","Cd2ap","9"
"9270","ENSRNOT00000075628","ENSRNOG00000011989","361414","Vat1l","19"
"9271","ENSRNOT00000015955","ENSRNOG00000011990","UNKNOWN_ENSRNOG00000011990","UNKNOWN_ENSRNOG00000011990","5"
"9272","ENSRNOT00000015985","ENSRNOG00000011991","291942","Slc10a7","19"
"9273","ENSRNOT00000016193","ENSRNOG00000011992","25693","Slc18a1","16"
"9274","ENSRNOT00000016037","ENSRNOG00000011994","292949","Perp","1"
"9275","ENSRNOT00000015975","ENSRNOG00000011997","UNKNOWN_ENSRNOG00000011997","UNKNOWN_ENSRNOG00000011997","2"
"9276","ENSRNOT00000016321","ENSRNOG00000012001","290775","Vps37a","16"
"9277","ENSRNOT00000018021","ENSRNOG00000012002","361598","Iqgap1","1"
"9278","ENSRNOT00000063849","ENSRNOG00000012004","362502","Ubap1","5"
"9279","ENSRNOT00000061498","ENSRNOG00000012007","291840","Slc38a7","19"
"9280","ENSRNOT00000078351","ENSRNOG00000012008","114216","S100a3","2"
"9281","ENSRNOT00000016034","ENSRNOG00000012008","114216","S100a3","2"
"9282","ENSRNOT00000016027","ENSRNOG00000012012","305963","Pinx1","15"
"9283","ENSRNOT00000016209","ENSRNOG00000012014","306015","Fam160b2","15"
"9284","ENSRNOT00000016491","ENSRNOG00000012015","300763","Lrrc49","8"
"9285","ENSRNOT00000091982","ENSRNOG00000012015","300763","Lrrc49","8"
"9286","ENSRNOT00000016167","ENSRNOG00000012016","266732","Npc1","18"
"9287","ENSRNOT00000092854","ENSRNOG00000012016","266732","Npc1","18"
"9288","ENSRNOT00000016111","ENSRNOG00000012017","100362554","Otulin","2"
"9289","ENSRNOT00000016012","ENSRNOG00000012019","310508","B3galnt1","2"
"9290","ENSRNOT00000016714","ENSRNOG00000012020","103690007","LOC103690007","5"
"9291","ENSRNOT00000066808","ENSRNOG00000012021","296320","Ctnnbl1","3"
"9292","ENSRNOT00000016127","ENSRNOG00000012022","500997","RGD1562914","8"
"9293","ENSRNOT00000016450","ENSRNOG00000012026","25581","Psmc2","4"
"9294","ENSRNOT00000016880","ENSRNOG00000012027","114106","Bco1","19"
"9295","ENSRNOT00000058779","ENSRNOG00000012030","UNKNOWN_ENSRNOG00000012030","UNKNOWN_ENSRNOG00000012030","19"
"9296","ENSRNOT00000016427","ENSRNOG00000012031","117523","St8sia2","1"
"9297","ENSRNOT00000076348","ENSRNOG00000012031","117523","St8sia2","1"
"9298","ENSRNOT00000079929","ENSRNOG00000012031","117523","St8sia2","1"
"9299","ENSRNOT00000090543","ENSRNOG00000012034","292152","Ces2i","1"
"9300","ENSRNOT00000015997","ENSRNOG00000012034","292152","Ces2i","1"
"9301","ENSRNOT00000016699","ENSRNOG00000012035","297337","Rnf181","4"
"9302","ENSRNOT00000016164","ENSRNOG00000012036","116548","Pcsk5","1"
"9303","ENSRNOT00000084707","ENSRNOG00000012037","29750","Galnt7","16"
"9304","ENSRNOT00000016474","ENSRNOG00000012037","29750","Galnt7","16"
"9305","ENSRNOT00000016046","ENSRNOG00000012038","25323","Htr1d","5"
"9306","ENSRNOT00000016138","ENSRNOG00000012040","361206","Slc25a48","17"
"9307","ENSRNOT00000016194","ENSRNOG00000012045","301309","Adgrb3","9"
"9308","ENSRNOT00000016302","ENSRNOG00000012046","364382","Prmt5","15"
"9309","ENSRNOT00000016503","ENSRNOG00000012049","290317","Sox7","15"
"9310","ENSRNOT00000016157","ENSRNOG00000012051","680089","Ncaph","3"
"9311","ENSRNOT00000016052","ENSRNOG00000012052","24505","Ins1","1"
"9312","ENSRNOT00000016499","ENSRNOG00000012053","361991","S100a16","2"
"9313","ENSRNOT00000016410","ENSRNOG00000012054","313564","Zmpste24","5"
"9314","ENSRNOT00000016281","ENSRNOG00000012055","308757","Man2a2","1"
"9315","ENSRNOT00000078982","ENSRNOG00000012055","308757","Man2a2","1"
"9316","ENSRNOT00000016048","ENSRNOG00000012057","293012","Olig3","1"
"9317","ENSRNOT00000016722","ENSRNOG00000012058","365691","Egflam","2"
"9318","ENSRNOT00000064930","ENSRNOG00000012060","25202","Gucy1b1","2"
"9319","ENSRNOT00000016418","ENSRNOG00000012061","25023","Prkcb","1"
"9320","ENSRNOT00000016442","ENSRNOG00000012061","25023","Prkcb","1"
"9321","ENSRNOT00000078705","ENSRNOG00000012061","25023","Prkcb","1"
"9322","ENSRNOT00000016076","ENSRNOG00000012062","286898","Npc2","6"
"9323","ENSRNOT00000016152","ENSRNOG00000012067","499322","Fam111a","1"
"9324","ENSRNOT00000016068","ENSRNOG00000012068","685849","LOC685849","5"
"9325","ENSRNOT00000016061","ENSRNOG00000012071","293195","Olr41","1"
"9326","ENSRNOT00000016504","ENSRNOG00000012073","300983","Abhd14b","8"
"9327","ENSRNOT00000064252","ENSRNOG00000012073","300983","Abhd14b","8"
"9328","ENSRNOT00000016286","ENSRNOG00000012074","116465","Ifngr1","1"
"9329","ENSRNOT00000016117","ENSRNOG00000012079","286959","Olr1271","8"
"9330","ENSRNOT00000016447","ENSRNOG00000012081","116484","Txn1","5"
"9331","ENSRNOT00000016622","ENSRNOG00000012083","303692","St6galnac2","10"
"9332","ENSRNOT00000088016","ENSRNOG00000012084","170751","Xpnpep1","1"
"9333","ENSRNOT00000033148","ENSRNOG00000012084","170751","Xpnpep1","1"
"9334","ENSRNOT00000016089","ENSRNOG00000012085","500694","Isca2","6"
"9335","ENSRNOT00000016098","ENSRNOG00000012086","501659","RGD1561481","16"
"9336","ENSRNOT00000016723","ENSRNOG00000012087","361151","Ufsp2","16"
"9337","ENSRNOT00000072844","ENSRNOG00000012088","100364265","LOC100364265","5"
"9338","ENSRNOT00000067860","ENSRNOG00000012089","362178","Cstf3","3"
"9339","ENSRNOT00000016318","ENSRNOG00000012089","362178","Cstf3","3"
"9340","ENSRNOT00000076762","ENSRNOG00000012089","362178","Cstf3","3"
"9341","ENSRNOT00000076438","ENSRNOG00000012089","362178","Cstf3","3"
"9342","ENSRNOT00000016247","ENSRNOG00000012090","65200","Slc16a8","7"
"9343","ENSRNOT00000016195","ENSRNOG00000012091","310856","Ppa2","2"
"9344","ENSRNOT00000076152","ENSRNOG00000012091","310856","Ppa2","2"
"9345","ENSRNOT00000016102","ENSRNOG00000012092","681263","Gje1","1"
"9346","ENSRNOT00000082792","ENSRNOG00000012094","59106","Ltbp2","6"
"9347","ENSRNOT00000031331","ENSRNOG00000012094","59106","Ltbp2","6"
"9348","ENSRNOT00000077458","ENSRNOG00000012094","59106","Ltbp2","6"
"9349","ENSRNOT00000016567","ENSRNOG00000012095","114906","Pkia","2"
"9350","ENSRNOT00000016175","ENSRNOG00000012098","24167","Adcyap1r1","4"
"9351","ENSRNOT00000035722","ENSRNOG00000012098","24167","Adcyap1r1","4"
"9352","ENSRNOT00000043851","ENSRNOG00000012098","24167","Adcyap1r1","4"
"9353","ENSRNOT00000046192","ENSRNOG00000012098","24167","Adcyap1r1","4"
"9354","ENSRNOT00000016135","ENSRNOG00000012099","361878","Tent2","2"
"9355","ENSRNOT00000081178","ENSRNOG00000012100","54304","Ssbp1","4"
"9356","ENSRNOT00000016217","ENSRNOG00000012100","54304","Ssbp1","4"
"9357","ENSRNOT00000076049","ENSRNOG00000012103","UNKNOWN_ENSRNOG00000012103","UNKNOWN_ENSRNOG00000012103","1"
"9358","ENSRNOT00000016215","ENSRNOG00000012103","UNKNOWN_ENSRNOG00000012103","UNKNOWN_ENSRNOG00000012103","1"
"9359","ENSRNOT00000017053","ENSRNOG00000012106","300721","Dnaja4","8"
"9360","ENSRNOT00000016859","ENSRNOG00000012108","364630","Thsd1","16"
"9361","ENSRNOT00000081297","ENSRNOG00000012108","364630","Thsd1","16"
"9362","ENSRNOT00000067638","ENSRNOG00000012109","310190","Otulinl","2"
"9363","ENSRNOT00000084851","ENSRNOG00000012110","294027","Col17a1","1"
"9364","ENSRNOT00000016645","ENSRNOG00000012110","294027","Col17a1","1"
"9365","ENSRNOT00000016189","ENSRNOG00000012111","291526","Poli","18"
"9366","ENSRNOT00000016155","ENSRNOG00000012115","689599","LOC689599","9"
"9367","ENSRNOT00000016174","ENSRNOG00000012119","UNKNOWN_ENSRNOG00000012119","UNKNOWN_ENSRNOG00000012119","8"
"9368","ENSRNOT00000016297","ENSRNOG00000012121","287470","Sdf2","10"
"9369","ENSRNOT00000016518","ENSRNOG00000012122","UNKNOWN_ENSRNOG00000012122","UNKNOWN_ENSRNOG00000012122","1"
"9370","ENSRNOT00000092830","ENSRNOG00000012122","UNKNOWN_ENSRNOG00000012122","UNKNOWN_ENSRNOG00000012122","1"
"9371","ENSRNOT00000016263","ENSRNOG00000012123","29189","Fdx1","8"
"9372","ENSRNOT00000016439","ENSRNOG00000012124","294709","Trappc13","2"
"9373","ENSRNOT00000016187","ENSRNOG00000012131","116558","Il9","17"
"9374","ENSRNOT00000016841","ENSRNOG00000012134","25722","Scn4a","10"
"9375","ENSRNOT00000016190","ENSRNOG00000012136","294767","Mrps30","2"
"9376","ENSRNOT00000016227","ENSRNOG00000012137","689046","Ccdc84","8"
"9377","ENSRNOT00000016184","ENSRNOG00000012138","307779","Rbmxrtl","19"
"9378","ENSRNOT00000089587","ENSRNOG00000012140","292811","Cep89","1"
"9379","ENSRNOT00000031236","ENSRNOG00000012140","292811","Cep89","1"
"9380","ENSRNOT00000016208","ENSRNOG00000012141","102551085","Xrcc3","6"
"9381","ENSRNOT00000087526","ENSRNOG00000012142","293779","Glyat","1"
"9382","ENSRNOT00000016454","ENSRNOG00000012142","293779","Glyat","1"
"9383","ENSRNOT00000016242","ENSRNOG00000012146","688673","Pomt2","6"
"9384","ENSRNOT00000082612","ENSRNOG00000012147","289724","Nop14","14"
"9385","ENSRNOT00000066391","ENSRNOG00000012147","289724","Nop14","14"
"9386","ENSRNOT00000016784","ENSRNOG00000012148","310192","Trio","2"
"9387","ENSRNOT00000066178","ENSRNOG00000012149","362021","Gpsm2","2"
"9388","ENSRNOT00000016172","ENSRNOG00000012151","499885","Itpripl1","3"
"9389","ENSRNOT00000017361","ENSRNOG00000012153","81758","Rbl2","19"
"9390","ENSRNOT00000016177","ENSRNOG00000012155","363632","Sox15","10"
"9391","ENSRNOT00000016871","ENSRNOG00000012156","259275","Ostf1","1"
"9392","ENSRNOT00000043895","ENSRNOG00000012157","296126","Snrnp200","3"
"9393","ENSRNOT00000016942","ENSRNOG00000012160","25155","Syk","17"
"9394","ENSRNOT00000041726","ENSRNOG00000012160","25155","Syk","17"
"9395","ENSRNOT00000017201","ENSRNOG00000012162","303244","Mpdu1","10"
"9396","ENSRNOT00000016333","ENSRNOG00000012163","313667","Plekhm2","5"
"9397","ENSRNOT00000016790","ENSRNOG00000012164","300443","Plppr2","8"
"9398","ENSRNOT00000045930","ENSRNOG00000012165","500139","Itprid1","4"
"9399","ENSRNOT00000081561","ENSRNOG00000012165","500139","Itprid1","4"
"9400","ENSRNOT00000016529","ENSRNOG00000012166","311352","Adal","3"
"9401","ENSRNOT00000016422","ENSRNOG00000012167","171355","Pou4f2","19"
"9402","ENSRNOT00000090699","ENSRNOG00000012168","306750","Fbxl21","17"
"9403","ENSRNOT00000035839","ENSRNOG00000012168","306750","Fbxl21","17"
"9404","ENSRNOT00000016306","ENSRNOG00000012172","366126","Spi1","3"
"9405","ENSRNOT00000016204","ENSRNOG00000012174","UNKNOWN_ENSRNOG00000012174","UNKNOWN_ENSRNOG00000012174","16"
"9406","ENSRNOT00000065615","ENSRNOG00000012175","311658","Nfatc2","3"
"9407","ENSRNOT00000016369","ENSRNOG00000012176","84590","Rab27b","18"
"9408","ENSRNOT00000016887","ENSRNOG00000012178","246046","Lmbrd1","9"
"9409","ENSRNOT00000016543","ENSRNOG00000012181","24539","Lpl","16"
"9410","ENSRNOT00000016372","ENSRNOG00000012183","64045","Glrx","2"
"9411","ENSRNOT00000076740","ENSRNOG00000012184","305493","Urgcp","14"
"9412","ENSRNOT00000076874","ENSRNOG00000012184","305493","Urgcp","14"
"9413","ENSRNOT00000016468","ENSRNOG00000012184","305493","Urgcp","14"
"9414","ENSRNOT00000076811","ENSRNOG00000012184","305493","Urgcp","14"
"9415","ENSRNOT00000063865","ENSRNOG00000012185","362789","Zfyve21","6"
"9416","ENSRNOT00000082914","ENSRNOG00000012185","362789","Zfyve21","6"
"9417","ENSRNOT00000017276","ENSRNOG00000012186","78961","Golph3","2"
"9418","ENSRNOT00000016252","ENSRNOG00000012189","361205","Lect2","17"
"9419","ENSRNOT00000016240","ENSRNOG00000012192","685834","Znf740","7"
"9420","ENSRNOT00000016232","ENSRNOG00000012195","554302","Tas2r108","4"
"9421","ENSRNOT00000077135","ENSRNOG00000012196","114104","Asah2","1"
"9422","ENSRNOT00000016688","ENSRNOG00000012196","114104","Asah2","1"
"9423","ENSRNOT00000016431","ENSRNOG00000012197","296290","Bpifb2","3"
"9424","ENSRNOT00000016236","ENSRNOG00000012199","499593","Sox2","2"
"9425","ENSRNOT00000016251","ENSRNOG00000012201","362346","Prss37","4"
"9426","ENSRNOT00000016493","ENSRNOG00000012204","100294508","LOC100294508","5"
"9427","ENSRNOT00000016316","ENSRNOG00000012205","316304","Lgsn","9"
"9428","ENSRNOT00000017485","ENSRNOG00000012206","308942","Dennd5a","1"
"9429","ENSRNOT00000044452","ENSRNOG00000012207","316313","Dst","9"
"9430","ENSRNOT00000016642","ENSRNOG00000012208","25713","Itgb7","7"
"9431","ENSRNOT00000089963","ENSRNOG00000012209","361052","Cdadc1","15"
"9432","ENSRNOT00000068353","ENSRNOG00000012209","361052","Cdadc1","15"
"9433","ENSRNOT00000016324","ENSRNOG00000012210","366697","Sptlc2","6"
"9434","ENSRNOT00000085458","ENSRNOG00000012210","366697","Sptlc2","6"
"9435","ENSRNOT00000016490","ENSRNOG00000012213","29541","Nthl1","10"
"9436","ENSRNOT00000059651","ENSRNOG00000012214","405144","Olr799","4"
"9437","ENSRNOT00000016362","ENSRNOG00000012215","685357","Baiap2l2","7"
"9438","ENSRNOT00000016390","ENSRNOG00000012216","116487","Tgfbi","17"
"9439","ENSRNOT00000016348","ENSRNOG00000012218","364620","Poteg","16"
"9440","ENSRNOT00000016325","ENSRNOG00000012219","313056","Snrnp40","5"
"9441","ENSRNOT00000016419","ENSRNOG00000012222","307614","Cdh16","19"
"9442","ENSRNOT00000014708","ENSRNOG00000012227","171565","Stambp","4"
"9443","ENSRNOT00000086968","ENSRNOG00000012227","171565","Stambp","4"
"9444","ENSRNOT00000016608","ENSRNOG00000012228","155183","Skap2","4"
"9445","ENSRNOT00000016471","ENSRNOG00000012229","292301","Tbxt","1"
"9446","ENSRNOT00000016414","ENSRNOG00000012235","266705","Ppp1r17","4"
"9447","ENSRNOT00000016445","ENSRNOG00000012236","308758","Hddc3","1"
"9448","ENSRNOT00000085316","ENSRNOG00000012237","315655","Rdx","8"
"9449","ENSRNOT00000034924","ENSRNOG00000012237","315655","Rdx","8"
"9450","ENSRNOT00000016307","ENSRNOG00000012238","365009","Clec3a","19"
"9451","ENSRNOT00000016759","ENSRNOG00000012240","303281","Supt6h","10"
"9452","ENSRNOT00000089615","ENSRNOG00000012240","303281","Supt6h","10"
"9453","ENSRNOT00000016432","ENSRNOG00000012247","29448","Rab7a","4"
"9454","ENSRNOT00000077624","ENSRNOG00000012247","29448","Rab7a","4"
"9455","ENSRNOT00000016449","ENSRNOG00000012255","361029","Ktn1","15"
"9456","ENSRNOT00000017199","ENSRNOG00000012258","365355","Rras2","1"
"9457","ENSRNOT00000087771","ENSRNOG00000012258","365355","Rras2","1"
"9458","ENSRNOT00000016354","ENSRNOG00000012259","444986","Il22ra2","1"
"9459","ENSRNOT00000017307","ENSRNOG00000012260","58856","Ddx25","8"
"9460","ENSRNOT00000016677","ENSRNOG00000012262","295971","Depdc7","3"
"9461","ENSRNOT00000016882","ENSRNOG00000012263","306492","Cnot7","16"
"9462","ENSRNOT00000016389","ENSRNOG00000012264","362766","Alkbh1","6"
"9463","ENSRNOT00000017156","ENSRNOG00000012266","500555","Zcchc17","5"
"9464","ENSRNOT00000017090","ENSRNOG00000012269","362434","Lpcat3","4"
"9465","ENSRNOT00000016355","ENSRNOG00000012270","306328","Med26","16"
"9466","ENSRNOT00000085462","ENSRNOG00000012270","306328","Med26","16"
"9467","ENSRNOT00000016563","ENSRNOG00000012271","291841","Cnot1","19"
"9468","ENSRNOT00000016555","ENSRNOG00000012273","361069","Dmtn","15"
"9469","ENSRNOT00000067776","ENSRNOG00000012273","361069","Dmtn","15"
"9470","ENSRNOT00000076160","ENSRNOG00000012274","313668","Ddi2","5"
"9471","ENSRNOT00000016352","ENSRNOG00000012274","313668","Ddi2","5"
"9472","ENSRNOT00000016485","ENSRNOG00000012278","25443","Fgf10","2"
"9473","ENSRNOT00000016541","ENSRNOG00000012280","689388","Ptx3","2"
